StudentID,TotalScore,Chinese,Math,English
1929912,154,46,45,63
3937289,154,46,49,59
6845103,154,46,50,58
7980597,154,47,37,70
4701262,154,48,34,72
8599920,154,50,57,47
4309161,154,51,47,56
9116699,154,54,60,40
4421358,154,55,73,26
8276587,154,56,61,37
1788489,154,59,66,29
2283678,154,60,46,48
1457811,155,20,53,82
5701992,155,25,52,78
1510043,155,25,74,56
5877919,155,33,65,57
2067200,155,39,32,84
6092012,155,47,40,68
6805759,155,51,31,73
3767848,155,54,35,66
9594956,155,56,57,42
2321965,155,69,26,60
9825205,155,74,33,48
8101451,156,37,30,89
3178842,156,46,81,29
3998860,156,52,71,33
7950881,156,75,37,44
7924635,156,101,28,27
5671583,157,25,55,77
7549493,157,29,72,56
6636247,157,30,72,55
5720004,157,36,78,43
3671450,157,39,56,62
3683452,157,39,56,62
3305116,157,42,53,62
3595681,157,42,56,59
2887655,157,43,33,81
2017159,157,49,63,45
9311502,157,52,42,63
7989020,157,52,59,46
7399471,157,54,48,55
7867969,157,56,49,52
2733275,157,57,34,66
7302443,157,59,37,61
3180263,157,63,49,45
4422998,157,66,54,37
7447493,157,69,9,79
8175050,157,71,57,29
6720272,157,81,13,63
7125577,158,35,56,67
8452457,158,41,50,67
3116931,158,42,59,57
2715556,158,45,57,56
5594265,158,46,76,36
3735500,158,48,60,50
2001403,158,55,53,50
2552259,158,61,40,57
9054218,158,61,53,44
5935805,158,61,65,32
6125715,158,64,37,57
1419248,158,66,20,72
8515723,158,68,34,56
6624321,158,72,45,41
3899247,158,73,38,47
4495722,159,15,93,51
8844046,159,28,73,58
2927884,159,30,62,67
6613801,159,31,81,47
2567212,159,34,64,61
2026046,159,35,54,70
9237875,159,37,45,77
9287731,159,40,46,73
4193094,159,45,44,70
7614230,159,46,48,65
2403830,159,48,39,72
6074590,159,51,47,61
7511192,159,52,41,66
7512656,159,53,44,62
5602631,159,56,34,69
8858069,159,59,29,71
8859203,159,59,44,56
1887242,159,60,46,53
6007157,159,65,78,16
7680943,159,67,68,24
5648436,159,71,50,38
7404561,159,87,50,22
5939497,160,8,79,73
8844161,160,19,77,64
4352960,160,24,51,85
5709538,160,28,67,65
1679171,160,28,75,57
2248549,160,35,49,76
2226592,160,37,67,56
1587256,160,43,46,71
8119456,160,43,55,62
7352476,160,43,64,53
9693708,160,44,59,57
6455565,160,45,56,59
4746960,160,50,48,62
9747722,160,52,56,52
4668683,160,53,72,35
2735825,160,56,55,49
5253048,160,58,44,58
2514663,160,59,26,75
6948773,160,59,54,47
1923223,160,63,51,46
5055871,160,63,56,41
3895405,160,64,51,45
2002253,160,69,58,33
9665341,160,71,38,51
2832471,160,71,44,45
6285313,160,87,39,34
4948220,160,88,28,44
4759706,161,40,63,58
4269027,161,46,70,45
5859634,161,51,47,63
1679557,161,53,51,57
2678426,161,53,55,53
8448478,161,59,63,39
6963150,161,63,47,51
3232933,161,63,69,29
2470784,161,66,47,48
8738116,161,66,54,41
4006828,161,69,36,56
3822045,161,76,31,54
1555174,161,79,54,28
9980015,161,89,40,32
7719415,162,27,79,56
6118693,162,34,81,47
6103682,162,37,75,50
1628450,162,38,59,65
2228376,162,42,66,54
9610337,162,43,55,64
4624731,162,45,48,69
3604593,162,48,59,55
9892753,162,51,74,37
3275739,162,52,52,58
5938642,162,53,60,49
2462996,162,54,53,55
2682728,162,54,54,54
8166811,162,57,72,33
1805773,162,62,29,71
8282657,162,63,37,62
4153072,162,63,38,61
2279103,162,66,42,54
8134033,162,67,70,25
4189547,162,68,63,31
6242200,162,83,12,67
7713515,162,91,60,11
4799662,163,4,87,72
5137659,163,26,71,66
6095431,163,29,65,69
3179170,163,36,63,64
6498301,163,38,36,89
8759441,163,40,43,80
1118796,163,43,52,68
5998620,163,44,75,44
8377720,163,45,46,72
4190018,163,46,55,62
2347122,163,46,75,42
6454063,163,50,83,30
5890499,163,56,45,62
8437806,163,56,58,49
4097285,163,57,43,63
3741156,163,57,64,42
9311131,163,58,62,43
4377043,163,63,45,55
2661025,163,63,80,20
9590459,163,68,44,51
3862368,163,71,58,34
6779228,163,85,78,0
6889293,163,86,38,39
7308506,163,92,30,41
3196217,164,9,71,84
2192959,164,28,70,66
7978432,164,34,57,73
6535202,164,36,53,75
9233722,164,42,54,68
7540304,164,42,68,54
6379377,164,42,69,53
3359819,164,43,51,70
9136494,164,45,54,65
4447666,164,46,41,77
6102470,164,46,64,54
5994815,164,48,37,79
2710900,164,49,62,53
6137767,164,49,69,46
8980254,164,51,62,51
3774547,164,53,53,58
4301415,164,55,59,50
7076234,164,57,59,48
4465873,164,60,47,57
7063016,164,68,51,45
1295862,164,68,72,24
4572721,164,69,63,32
5360572,164,71,71,22
5005830,164,74,31,59
4875248,164,76,42,46
4621410,164,85,54,25
3025609,164,91,34,39
3989905,164,108,20,36
7718074,165,29,48,88
2454404,165,31,65,69
2163140,165,36,63,66
5321538,165,37,81,47
8064862,165,40,56,69
4563320,165,42,56,67
6939103,165,42,63,60
9152392,165,43,51,71
3348105,165,44,55,66
4723796,165,46,56,63
2865392,165,50,74,41
1452322,165,53,41,71
3086610,165,53,63,49
6667391,165,54,53,58
7616466,165,56,59,50
2963958,165,62,47,56
2820741,165,64,46,55
7701778,165,65,35,65
1459124,165,72,74,19
3780546,165,73,44,48
3312436,165,74,45,46
1261542,165,89,52,24
3758539,166,29,59,78
4170000,166,29,71,66
6403654,166,30,71,65
1740667,166,33,45,88
4408363,166,40,74,52
8906526,166,41,63,62
8984335,166,41,68,57
9857647,166,41,80,45
2052858,166,43,65,58
7836260,166,45,71,50
6158325,166,46,80,40
5791542,166,47,69,50
4474615,166,48,30,88
4910005,166,49,45,72
9464750,166,49,67,50
7254988,166,50,48,68
2038512,166,53,50,63
7749541,166,53,75,38
4682541,166,54,48,64
5013520,166,58,59,49
5704087,166,59,53,54
3343644,166,60,46,60
4850735,166,60,57,49
9826256,166,60,59,47
7265157,166,61,37,68
8945919,166,62,48,56
8136438,166,62,57,47
6559679,166,64,47,55
1559661,166,65,36,65
1952467,166,68,36,62
8763130,166,68,66,32
8907643,166,70,51,45
7301596,166,71,62,33
4327996,166,73,37,56
1368954,166,76,33,57
1798468,166,78,61,27
2880340,166,80,35,51
5381491,166,88,24,54
8133366,167,23,74,70
6764861,167,31,66,70
5213254,167,35,83,49
5344798,167,44,56,67
1517792,167,47,68,52
9694097,167,49,65,53
5412906,167,49,66,52
6818504,167,52,44,71
1352629,167,53,43,71
7980485,167,53,47,67
1949632,167,56,30,81
5349152,167,57,60,50
9715489,167,59,60,48
3737051,167,64,51,52
7199484,167,66,41,60
2124176,167,69,46,52
1421059,167,72,61,34
2672541,167,73,86,8
5321892,167,77,54,36
3265195,167,78,45,44
1759365,167,80,28,59
7136037,167,82,70,15
1370211,168,34,71,63
1390046,168,35,73,60
6570805,168,41,42,85
2658615,168,41,64,63
2780990,168,42,68,58
9793999,168,44,74,50
7018531,168,45,50,73
9257788,168,45,74,49
8962010,168,46,66,56
1523572,168,46,83,39
4497363,168,47,56,65
2259013,168,47,60,61
1131802,168,47,62,59
5153307,168,47,75,46
7721782,168,54,37,77
9327497,168,54,52,62
7623945,168,56,53,59
2153694,168,60,53,55
7332999,168,62,57,49
9786174,168,62,76,30
6449225,168,72,59,37
1911850,168,72,70,26
5972105,168,72,70,26
4188619,168,75,59,34
2234455,168,76,40,52
7274110,168,77,45,46
8315681,168,87,11,70
5093056,169,19,80,70
9326555,169,21,116,32
4395574,169,28,63,78
2434909,169,32,65,72
9267655,169,33,71,65
1282406,169,35,72,62
4690067,169,37,44,88
9284318,169,37,54,78
2203513,169,39,76,54
2018794,169,42,66,61
1744241,169,45,57,67
5466328,169,48,51,70
9090389,169,48,52,69
4245625,169,48,70,51
1053059,169,53,47,69
1172435,169,53,52,64
9290080,169,54,69,46
1987447,169,54,79,36
4283398,169,55,70,44
7402245,169,57,51,61
4842951,169,57,65,47
5205286,169,58,90,21
5108348,169,60,64,45
4466273,169,61,36,72
7498752,169,61,50,58
6652784,169,62,53,54
8435474,169,66,54,49
7890865,169,67,42,60
8754158,169,73,86,10
1135595,169,78,40,51
6023277,169,86,40,43
3654807,169,94,50,25
7057231,170,23,86,61
5808749,170,30,56,84
8422559,170,32,72,66
5610902,170,36,73,61
6586498,170,41,70,59
3223554,170,44,78,48
5284991,170,46,38,86
3875000,170,48,65,57
3003886,170,49,44,77
2778972,170,49,50,71
5286180,170,51,58,61
3202165,170,52,63,55
8716317,170,54,44,72
4464803,170,54,57,59
7490630,170,54,77,39
1737419,170,56,53,61
1586495,170,56,56,58
1281011,170,62,71,37
3511149,170,63,36,71
3178789,170,66,65,39
7609493,170,68,51,51
2868533,170,69,50,51
8559232,170,71,63,36
1747934,170,73,55,42
1750791,170,75,48,47
2063336,170,78,42,50
4117253,170,78,45,47
1952899,170,79,62,29
3917369,170,81,58,31
7942277,170,85,40,45
9719071,170,89,60,21
5748357,170,92,55,23
2283342,171,27,82,62
2375929,171,31,77,63
7020013,171,36,64,71
2147152,171,36,86,49
3389141,171,39,71,61
9411966,171,40,79,52
9062819,171,40,90,41
7179287,171,40,90,41
4557471,171,43,38,90
5454228,171,43,67,61
5329662,171,44,38,89
1915897,171,46,39,86
2808893,171,48,51,72
2788305,171,48,64,59
7924034,171,50,93,28
7069629,171,51,69,51
3503546,171,52,37,82
3413672,171,52,71,48
8064928,171,54,56,61
7397825,171,54,65,52
7446979,171,55,66,50
8059872,171,57,65,49
9385705,171,60,39,72
2106365,171,61,48,62
6999750,171,66,58,47
1483335,171,66,71,34
2099365,171,69,70,32
5958806,171,70,62,39
5386134,171,72,76,23
2456713,171,74,53,44
6784863,171,74,53,44
2222540,171,75,51,45
3450820,171,76,56,39
2244661,171,80,30,61
1804404,171,86,32,53
6192310,171,102,47,22
3797615,172,30,82,60
6379604,172,30,102,40
6239495,172,32,49,91
9661665,172,32,68,72
4050262,172,36,42,94
4391919,172,36,44,92
4310665,172,36,63,73
9630193,172,40,49,83
6591884,172,42,81,49
4976780,172,50,41,81
2492506,172,50,53,69
5081880,172,50,54,68
3725261,172,50,66,56
7770137,172,52,44,76
1897731,172,52,54,66
2995270,172,53,65,54
3911545,172,54,55,63
9056662,172,55,84,33
8569144,172,58,64,50
2561288,172,58,74,40
1442506,172,59,52,61
4105714,172,62,42,68
6412176,172,62,42,68
1317403,172,62,82,28
2502857,172,63,44,65
6617878,172,65,65,42
6322076,172,66,33,73
6591201,172,66,70,36
4293861,172,69,60,43
6012985,172,72,50,50
7831519,172,81,28,63
5513976,173,16,68,89
5332196,173,31,81,61
7369591,173,36,74,63
7435604,173,36,78,59
8371554,173,39,66,68
3651549,173,40,81,52
6593615,173,41,76,56
4697505,173,43,68,62
2359099,173,43,76,54
6211863,173,43,80,50
6190940,173,44,72,57
9613351,173,45,68,60
7454070,173,46,69,58
5023035,173,47,43,83
6345593,173,47,64,62
2739278,173,49,36,88
6380659,173,50,64,59
4612672,173,50,96,27
7394688,173,51,60,62
2263547,173,52,50,71
3858427,173,55,46,72
5709014,173,55,53,65
7215744,173,56,52,65
8361482,173,57,25,91
6802317,173,57,38,78
5286847,173,57,51,65
7881342,173,58,60,55
9483526,173,59,36,78
1554655,173,59,54,60
4122726,173,59,59,55
8108031,173,59,63,51
6109479,173,59,74,40
4587983,173,60,63,50
1262127,173,62,48,63
7739586,173,63,65,45
2218486,173,63,69,41
5109686,173,64,38,71
2680204,173,64,57,52
3275675,173,64,67,42
2617410,173,65,52,56
7709511,173,66,53,54
9143374,173,67,41,65
4535433,173,68,37,68
3553030,173,68,39,66
4178108,173,68,45,60
3115382,173,68,53,52
6764009,173,70,42,61
1949895,173,71,39,63
2624441,173,72,50,51
5018243,173,73,39,61
4007800,173,74,38,61
8069596,173,82,66,25
8610845,173,92,51,30
5674166,173,104,61,8
5044797,174,26,68,80
7379851,174,34,68,72
3424117,174,36,68,70
2358775,174,37,41,96
9577193,174,40,47,87
6040658,174,40,99,35
9928178,174,43,90,41
7633865,174,45,99,30
8530379,174,46,52,76
3213248,174,46,60,68
2692576,174,46,79,49
4017350,174,47,36,91
2114830,174,49,54,71
3525845,174,49,68,57
3237699,174,49,80,45
8797177,174,51,62,61
8415511,174,52,56,66
4409023,174,54,51,69
8436923,174,54,63,57
6233709,174,56,49,69
8398241,174,57,64,53
2643661,174,57,65,52
6030522,174,58,65,51
2640148,174,60,48,66
7541546,174,64,60,50
9870500,174,64,84,26
2943546,174,65,56,53
5768937,174,65,70,39
8167121,174,66,51,57
7188899,174,66,53,55
3911718,174,66,55,53
9658218,174,71,61,42
1924842,174,72,56,46
4285402,174,72,60,42
6615379,174,72,69,33
4019635,174,73,71,30
6056519,174,74,50,50
5685244,174,80,43,51
7307958,174,80,50,44
5374739,174,86,35,53
7810873,174,86,57,31
2300326,174,88,43,43
5641650,175,14,57,104
6352175,175,26,78,71
5976983,175,30,70,75
4559792,175,37,51,87
8786858,175,39,66,70
9137994,175,45,63,67
4275973,175,46,60,69
3762953,175,47,101,27
2971210,175,48,31,96
1015354,175,48,61,66
3661205,175,49,45,81
1046719,175,50,77,48
5814977,175,50,93,32
1437762,175,51,53,71
7862506,175,51,86,38
3907099,175,53,47,75
4478610,175,53,55,67
3563838,175,55,51,69
5819914,175,57,18,100
8665467,175,57,72,46
6532205,175,58,33,84
3231057,175,58,64,53
5306235,175,59,43,73
3531235,175,60,45,70
7671269,175,60,65,50
1296138,175,60,72,43
7436783,175,64,46,65
2869782,175,64,61,50
1537046,175,65,36,74
9167448,175,66,46,63
8882829,175,66,62,47
7810708,175,66,66,43
7631645,175,68,37,70
9767928,175,72,69,34
4710168,175,74,39,62
3409190,175,75,57,43
5695968,175,81,58,36
6887417,175,83,42,50
7632542,175,84,37,54
7990892,175,85,75,15
6095140,176,19,93,64
2962140,176,24,66,86
5288720,176,27,84,65
3374335,176,28,61,87
2894352,176,37,53,86
2655220,176,38,69,69
4821152,176,42,83,51
4511114,176,43,64,69
6182850,176,48,71,57
7696083,176,49,65,62
6296339,176,55,60,61
8489115,176,55,62,59
5482532,176,56,44,76
6809169,176,57,37,82
1900947,176,57,50,69
6446333,176,58,52,66
3161733,176,58,98,20
5107852,176,59,53,64
6091771,176,59,59,58
7617525,176,61,51,64
2249114,176,61,53,62
3291387,176,61,69,46
1804037,176,62,45,69
8122758,176,62,62,52
5347092,176,62,68,46
3131508,176,63,42,71
1228854,176,63,62,51
5857304,176,64,47,65
5899396,176,64,49,63
6945819,176,65,41,70
8874712,176,65,55,56
9650269,176,66,58,52
8729898,176,67,55,54
1824505,176,68,51,57
2685143,176,69,33,74
6853609,176,77,48,51
8941988,176,79,55,42
5816615,176,79,67,30
5358409,176,83,47,46
3300713,176,84,35,57
3416915,176,86,40,50
1007875,177,20,53,104
6852145,177,23,83,71
4922869,177,31,83,63
5226814,177,32,60,85
3317887,177,35,51,91
5782533,177,37,47,93
3245708,177,37,76,64
1184412,177,37,91,49
8602871,177,38,80,59
2320370,177,39,66,72
4792288,177,44,92,41
8969358,177,45,58,74
3808804,177,47,50,80
7275799,177,47,60,70
5048882,177,49,49,79
3676785,177,49,67,61
5047819,177,51,65,61
8999541,177,52,48,77
9546438,177,52,65,60
6702728,177,53,80,44
6526537,177,54,49,74
4574172,177,55,44,78
1711866,177,55,50,72
7269352,177,55,62,60
8711935,177,56,54,67
9435199,177,58,70,49
2162597,177,59,65,53
8456657,177,61,44,72
9716502,177,62,54,61
6552983,177,62,65,50
7827900,177,62,73,42
2080243,177,63,38,76
4931871,177,64,56,57
5260842,177,65,73,39
1639445,177,66,41,70
5213195,177,66,48,63
5558409,177,66,49,62
6669618,177,66,64,47
2851123,177,67,71,39
6618039,177,68,34,75
1880496,177,68,48,61
5678503,177,68,69,40
6097632,177,69,49,59
9009712,177,69,50,58
4984869,177,70,51,56
2685784,177,71,68,38
3116915,177,76,39,62
5058500,177,78,27,72
4688330,177,78,46,53
7308213,177,79,43,55
8508498,177,81,27,69
5285025,177,84,46,47
6272004,177,88,58,31
6935256,177,97,54,26
6534528,178,6,84,88
5464515,178,19,64,95
5497898,178,19,78,81
5214289,178,25,77,76
4733972,178,30,68,80
6283584,178,35,62,81
6815079,178,41,63,74
6855298,178,44,57,77
5972066,178,45,36,97
8924783,178,46,45,87
5764505,178,47,90,41
8092029,178,48,61,69
2730809,178,48,66,64
5160701,178,49,75,54
3237993,178,51,75,52
9442452,178,53,44,81
7087668,178,53,47,78
7666123,178,54,61,63
3399124,178,54,65,59
4050550,178,54,76,48
9566589,178,54,85,39
8187606,178,55,46,77
5753023,178,56,52,70
4769789,178,56,60,62
1799531,178,57,56,65
3233349,178,57,57,64
1516312,178,58,58,62
2172238,178,58,60,60
4723870,178,58,85,35
3917773,178,59,63,56
5160486,178,61,36,81
8605103,178,61,66,51
2990749,178,61,76,41
3011254,178,62,51,65
6497797,178,63,66,49
1243321,178,63,79,36
5841273,178,65,64,49
8870692,178,65,65,48
4069541,178,65,78,35
3970282,178,66,54,58
2011609,178,66,59,53
2763659,178,67,59,52
8132441,178,69,18,91
1496793,178,70,53,55
6839718,178,70,70,38
1355775,178,71,48,59
4062210,178,71,51,56
5504103,178,72,42,64
5730574,178,75,28,75
4858336,178,78,53,47
5258196,178,79,42,57
9797677,178,81,31,66
3499916,178,81,44,53
5495642,178,83,39,56
8713349,178,86,49,43
6523471,178,88,54,36
9452286,178,90,54,34
1111164,178,92,63,23
9297882,179,19,81,79
1584107,179,20,71,88
4395436,179,33,90,56
4441421,179,37,101,41
8316181,179,40,32,107
6961408,179,41,86,52
9822651,179,42,53,84
8666444,179,43,26,110
4792647,179,44,38,97
4934866,179,45,61,73
8473739,179,48,70,61
5818471,179,50,67,62
4537459,179,52,78,49
2300135,179,54,75,50
1798631,179,55,30,94
5679769,179,57,77,45
6825936,179,58,25,96
9844507,179,58,38,83
6409165,179,58,43,78
9296218,179,58,56,65
1972190,179,59,58,62
4900754,179,59,60,60
7795748,179,59,69,51
3080790,179,60,70,49
8162089,179,60,85,34
7010931,179,61,84,34
5558566,179,63,32,84
6029139,179,63,78,38
5324919,179,64,49,66
2964997,179,64,56,59
4037927,179,65,83,31
7175076,179,68,44,67
3858670,179,69,44,66
8859628,179,69,49,61
8736824,179,69,51,59
4745080,179,70,73,36
6344580,179,71,60,48
7574727,179,73,44,62
1498079,179,74,51,54
8100756,179,80,47,52
7360436,179,87,58,34
3648927,179,88,29,62
5831322,179,88,33,58
6597769,179,90,65,24
2881977,179,91,47,41
5135038,179,93,36,50
2860730,179,96,36,47
7958315,179,96,51,32
2165618,179,96,64,19
8074899,180,16,105,59
5751596,180,29,77,74
6941425,180,31,59,90
3095186,180,34,63,83
7640388,180,39,75,66
1474211,180,40,52,88
5154435,180,44,50,86
2508770,180,45,90,45
8029215,180,46,91,43
3688159,180,47,77,56
4665038,180,48,40,92
5433099,180,49,61,70
3489004,180,49,82,49
2169584,180,50,58,72
6092489,180,51,31,98
2595505,180,51,55,74
1669013,180,53,43,84
5348288,180,53,51,76
1808648,180,53,80,47
1328144,180,54,60,66
3439735,180,54,73,53
3334403,180,57,35,88
8357736,180,61,51,68
8340690,180,62,51,67
7878437,180,62,79,39
2216932,180,63,60,57
3015278,180,63,60,57
2945754,180,64,64,52
2722490,180,64,65,51
7748433,180,66,45,69
4963708,180,68,54,58
9451239,180,69,35,76
5833727,180,69,41,70
6110716,180,74,43,63
9228605,180,77,19,84
4858505,180,77,35,68
5481159,180,79,57,44
6846480,180,85,45,50
9927182,180,92,45,43
3708292,180,94,70,16
6558865,181,20,59,102
2135202,181,22,97,62
2613070,181,23,70,88
7853923,181,34,73,74
8102549,181,34,88,59
6708145,181,36,83,62
6664796,181,37,55,89
7911232,181,37,74,70
2244595,181,38,40,103
5583589,181,41,57,83
7800963,181,42,71,68
9566386,181,42,76,63
6514275,181,43,54,84
8557605,181,45,66,70
8397934,181,45,76,60
2948795,181,46,69,66
3474542,181,48,52,81
6103422,181,48,74,59
4576981,181,51,52,78
9021388,181,52,42,87
2059636,181,53,52,76
6043264,181,54,76,51
4451953,181,56,55,70
9333662,181,57,88,36
6083749,181,59,58,64
3946733,181,60,35,86
2870696,181,60,56,65
2097635,181,61,54,66
8623882,181,62,31,88
6841750,181,62,65,54
1488969,181,64,65,52
8030110,181,65,38,78
5231439,181,65,55,61
7549840,181,65,58,58
6911696,181,66,48,67
9556515,181,66,72,43
9703857,181,67,58,56
9052202,181,68,44,69
1513335,181,68,56,57
6160318,181,68,61,52
4775410,181,68,64,49
9838851,181,73,69,39
1602046,181,73,77,31
8640749,181,74,41,66
4091699,181,75,84,22
1440515,181,78,46,57
8254810,181,79,65,37
2145571,181,80,41,60
2977118,181,81,14,86
5922909,181,97,22,62
5530082,182,11,86,85
2927829,182,13,101,68
5372859,182,27,66,89
3823095,182,28,94,60
6545424,182,31,75,76
9686084,182,33,81,68
2751908,182,36,75,71
4339928,182,38,94,50
3063246,182,39,69,74
4627258,182,41,81,60
7277079,182,42,60,80
5823288,182,42,83,57
4004598,182,45,53,84
5743082,182,46,52,84
1955125,182,48,60,74
1714785,182,49,63,70
4854880,182,51,68,63
7156248,182,52,37,93
4235706,182,52,82,48
2968917,182,53,71,58
7240194,182,55,45,82
2809414,182,55,59,68
5498512,182,55,74,53
4172986,182,57,52,73
7125431,182,57,70,55
1243105,182,59,64,59
6072535,182,62,57,63
3267935,182,62,83,37
8304480,182,64,73,45
9235005,182,65,57,60
8130542,182,65,80,37
4568685,182,66,49,67
3149309,182,67,36,79
5816499,182,67,37,78
3090140,182,67,53,62
3638503,182,67,58,57
6821445,182,69,52,61
9617437,182,70,58,54
7261789,182,71,46,65
4502810,182,71,50,61
9680456,182,72,44,66
5366279,182,72,44,66
8105400,182,74,44,64
5360838,182,74,56,52
3554090,182,74,57,51
6984278,182,75,52,55
8936484,182,75,80,27
8975455,182,76,49,57
2065678,182,79,74,29
2157945,182,80,70,32
4095295,182,81,59,42
8185716,182,82,66,34
1469202,182,88,46,48
2196431,182,88,58,36
