StudentID,TotalScore,Chinese,Math,English
3034878,285,100,116,69
9188563,285,100,98,87
9123415,285,100,96,89
3216639,285,100,92,93
5916903,285,99,127,59
4005906,285,98,58,129
4642313,285,96,92,97
4788977,285,94,94,97
3669943,285,94,79,112
8690310,285,92,111,82
6266892,285,92,111,82
5874500,285,91,83,111
8109104,285,90,97,98
5288850,285,86,119,80
3459889,285,83,87,115
3366238,285,79,89,117
7497421,285,73,120,92
5574394,285,68,103,114
6374453,285,67,119,99
3076055,284,143,66,75
8748101,284,124,83,77
3158571,284,124,65,95
1494475,284,117,86,81
7133095,284,114,78,92
1513537,284,109,70,105
1186349,284,108,106,70
3452099,284,106,71,107
5982297,284,104,102,78
9356166,284,104,100,80
3853884,284,103,95,86
9115825,284,101,97,86
8920136,284,99,116,69
8731320,284,96,106,82
8212160,284,96,90,98
5308551,284,95,85,104
4555945,284,92,118,74
3466563,284,91,90,103
9354827,284,90,82,112
2987193,284,86,121,77
1061395,284,86,119,79
1279696,284,86,110,88
7859091,284,86,100,98
8238167,284,85,99,100
9332386,284,84,88,112
9699977,284,83,104,97
2149018,284,79,107,98
3649844,284,75,129,80
8445596,284,67,114,103
9173531,284,65,106,113
9673506,284,64,133,87
2269893,283,112,111,60
6291818,283,110,75,98
3019334,283,100,93,90
2909490,283,99,113,71
5567453,283,99,96,88
8671437,283,99,90,94
6296399,283,97,83,103
4726155,283,95,115,73
1843713,283,95,62,126
6004960,283,93,87,103
7963666,283,91,108,84
9959056,283,91,94,98
4101396,283,88,90,105
7151995,283,86,105,92
4606528,283,80,93,110
1648337,283,76,84,123
4966616,283,74,90,119
7419176,283,72,102,109
7544348,283,68,107,108
3194453,282,128,83,71
1453543,282,114,80,88
5651868,282,104,103,75
2635750,282,100,88,94
7611202,282,98,100,84
6259930,282,98,90,94
5844761,282,97,103,82
6584506,282,97,95,90
6006947,282,97,70,115
2956698,282,95,123,64
9307836,282,95,113,74
3912975,282,95,97,90
3378247,282,95,74,113
2673394,282,91,99,92
7282403,282,91,97,94
3852773,282,90,86,106
5871975,282,90,80,112
9358321,282,88,89,105
2979843,282,83,88,111
1600512,282,82,115,85
1758677,282,78,97,107
3455058,282,78,87,117
3386271,282,74,114,94
1587682,282,74,103,105
2203757,282,73,97,112
2712712,282,69,119,94
5451721,281,109,90,82
1580086,281,107,84,90
5585585,281,107,69,105
6378069,281,106,86,89
4642762,281,105,76,100
7102763,281,99,111,71
1871959,281,95,117,69
7972619,281,93,79,109
9355116,281,92,105,84
9464052,281,92,74,115
3456928,281,92,70,119
1562754,281,91,122,68
4909267,281,91,110,80
5473371,281,91,96,94
9498617,281,91,86,104
5879228,281,89,101,91
1924930,281,89,98,94
7698697,281,88,102,91
4581628,281,87,110,84
7279966,281,87,93,101
5543218,281,83,135,63
9406117,281,82,87,112
7672124,281,81,108,92
8169042,281,81,103,97
5826132,281,81,97,103
6318133,281,77,106,98
8655813,281,76,98,107
7054224,281,72,88,121
7334052,281,69,133,79
5134078,281,68,104,109
9388275,281,61,99,121
2057648,280,129,50,101
3688785,280,123,67,90
4933504,280,119,78,83
3706781,280,115,86,79
6335181,280,109,73,98
8066546,280,104,85,91
7731155,280,103,104,73
5934271,280,103,81,96
7479171,280,102,61,117
9003248,280,101,72,107
4505612,280,100,92,88
4413262,280,100,87,93
8337013,280,99,91,90
1279092,280,99,67,114
4572025,280,97,101,82
3976109,280,97,60,123
1552746,280,94,74,112
1618083,280,93,87,100
7973045,280,93,54,133
9215284,280,91,135,54
6713389,280,88,88,104
9666177,280,88,80,112
2218346,280,86,112,82
1006246,280,86,98,96
3306545,280,85,94,101
4768269,280,84,102,94
5457877,280,78,110,92
3811188,280,74,103,103
1758620,280,70,130,80
3325366,280,62,107,111
1256301,279,109,95,75
1885970,279,106,113,60
4392799,279,106,98,75
5345512,279,106,83,90
1041551,279,105,83,91
3777795,279,105,82,92
6879467,279,101,85,93
6349194,279,101,74,104
9474564,279,100,113,66
7224281,279,100,91,88
5674013,279,97,106,76
8853561,279,97,73,109
6969056,279,95,88,96
2177073,279,94,96,89
9384121,279,93,96,90
6219393,279,92,114,73
5979714,279,92,95,92
2966659,279,92,75,112
3824452,279,91,101,87
9292752,279,88,91,100
6494271,279,88,80,111
5287500,279,87,119,73
9311385,279,86,86,107
5323619,279,86,78,115
4276044,279,86,76,117
8601245,279,80,79,120
7401649,279,79,127,73
4483506,279,79,92,108
3980252,279,75,108,96
3762072,279,74,111,94
7087829,279,74,96,109
9078260,279,73,121,85
9521660,279,71,132,76
8502443,279,70,109,100
9232417,278,121,85,72
9651486,278,120,70,88
5662235,278,117,103,58
2530266,278,115,83,80
2807437,278,115,76,87
3492923,278,110,53,115
6554529,278,109,110,59
4527985,278,106,100,72
7458231,278,102,83,93
5718566,278,100,70,108
9302770,278,99,82,97
9431907,278,98,87,93
5354891,278,96,104,78
2576189,278,95,98,85
2357743,278,92,89,97
2561621,278,91,89,98
8008689,278,91,83,104
5730296,278,90,105,83
4620571,278,90,79,109
7144841,278,90,79,109
9188541,278,90,77,111
4346125,278,88,87,103
3366129,278,87,101,90
5289644,278,87,95,96
1520348,278,86,77,115
1511905,278,85,85,108
4940721,278,84,116,78
8227592,278,84,99,95
3981473,278,84,95,99
9287622,278,78,82,118
6367380,278,74,114,90
4369668,278,74,89,115
2841262,278,71,112,95
5828497,278,71,73,134
6579620,278,68,110,100
8432908,278,66,86,126
5444188,278,53,120,105
4179672,277,121,67,89
8947789,277,120,68,89
2257007,277,119,90,68
8091238,277,110,77,90
2620823,277,109,100,68
6516669,277,109,76,92
8989559,277,106,78,93
6312918,277,103,100,74
4492598,277,103,98,76
2727534,277,102,73,102
2687797,277,101,92,84
6359125,277,100,103,74
7448872,277,100,85,92
2074499,277,95,81,101
3838088,277,94,97,86
7965143,277,92,90,95
4250446,277,90,68,119
4858749,277,89,105,83
4928857,277,89,101,87
9814579,277,89,58,130
2650303,277,87,99,91
4038143,277,84,104,89
1764347,277,81,88,108
6596623,277,81,85,111
2685128,277,80,91,106
3407115,277,80,81,116
1499334,277,77,105,95
7486564,277,77,91,109
2943310,277,77,86,114
5941758,277,76,87,114
8113948,277,75,107,95
6891558,277,73,114,90
5751021,277,73,77,127
7543660,277,70,106,101
9177025,277,68,101,108
4949990,277,64,102,111
6782300,277,62,88,127
3904624,277,60,85,132
4010736,276,132,46,98
6536598,276,128,65,83
5594664,276,127,91,58
9935479,276,125,72,79
5557481,276,115,73,88
9137038,276,114,56,106
9210045,276,111,89,76
5351791,276,111,85,80
6531393,276,109,98,69
5544301,276,107,98,71
9957768,276,106,103,67
7386876,276,101,82,93
3847379,276,101,71,104
6101527,276,97,126,53
8727513,276,97,54,125
1482903,276,96,116,64
1120292,276,96,98,82
6402670,276,93,116,67
2227455,276,90,68,118
1393276,276,88,86,102
4131527,276,88,83,105
4830976,276,86,104,86
2735072,276,84,119,73
6131888,276,84,95,97
9739899,276,83,96,97
6172612,276,82,105,89
2046740,276,82,96,98
8452900,276,82,91,103
9646656,276,76,79,121
1428332,276,72,95,109
3033905,276,58,128,90
6054285,275,131,53,91
9294206,275,127,76,72
5074943,275,127,69,79
9834233,275,116,69,90
2152574,275,113,86,76
6207988,275,111,81,83
6833399,275,109,90,76
6410846,275,109,71,95
3884598,275,107,60,108
1135297,275,106,106,63
5427421,275,106,96,73
1667347,275,106,81,88
4674962,275,99,90,86
4154838,275,97,84,94
7925882,275,96,84,95
7397154,275,95,84,96
7665154,275,93,75,107
7143513,275,92,81,102
6914769,275,92,48,135
8125281,275,90,99,86
6552096,275,90,84,101
3031535,275,89,75,111
4728570,275,88,107,80
2624131,275,88,92,95
8620581,275,86,99,90
9094839,275,86,91,98
7992409,275,85,102,88
7915150,275,85,91,99
5564466,275,85,85,105
8628831,275,84,108,83
9737388,275,84,100,91
7451333,275,84,91,100
8353376,275,84,76,115
2106973,275,83,102,90
3853642,275,83,87,105
7666598,275,82,65,128
9230049,275,75,96,104
3014496,275,74,101,100
4288627,275,73,94,108
8032147,275,71,104,100
2808122,275,71,102,102
3623864,275,65,97,113
6823608,275,50,110,115
3875940,274,125,91,58
6611560,274,115,109,50
6269881,274,113,79,82
1618100,274,108,54,112
3582792,274,107,87,80
5358616,274,107,75,92
9512472,274,104,86,84
6376269,274,103,90,81
6667192,274,103,86,85
9531409,274,103,83,88
1214628,274,101,75,98
5591181,274,100,111,63
1822250,274,99,102,73
2004912,274,99,100,75
2685755,274,99,75,100
4649771,274,97,104,73
3156524,274,95,100,79
6693310,274,95,95,84
5298093,274,95,81,98
2817592,274,93,61,120
6184358,274,90,78,106
5048561,274,88,77,109
4505982,274,87,101,86
3084923,274,83,106,85
2260089,274,83,87,104
9718120,274,82,85,107
6673284,274,82,84,108
1195263,274,82,82,110
1416853,274,81,124,69
2234976,274,79,114,81
4904579,274,79,89,106
1116786,274,78,115,81
6101255,274,78,90,106
1553759,274,77,96,101
3109324,274,74,88,112
9814252,274,74,85,115
7466233,274,69,118,87
4635255,274,69,108,97
9211665,274,68,104,102
6859678,274,66,100,108
6630358,274,62,120,92
6634473,274,56,92,126
4787489,274,51,92,131
6635516,273,129,65,79
9813557,273,125,56,92
5941170,273,121,80,72
4300980,273,119,78,76
2180587,273,118,75,80
5908124,273,117,98,58
6326559,273,113,78,82
5651118,273,111,72,90
9984778,273,108,84,81
7411885,273,107,79,87
4612079,273,107,79,87
4503110,273,106,73,94
8804731,273,104,72,97
6631325,273,101,106,66
9559148,273,99,104,70
2407920,273,98,100,75
4954687,273,98,67,108
3012579,273,97,98,78
5579991,273,97,79,97
3229922,273,94,120,59
3394769,273,94,87,92
4179105,273,93,99,81
9251047,273,93,83,97
1755060,273,92,102,79
3453339,273,92,82,99
6106124,273,91,119,63
9116812,273,91,93,89
3413758,273,91,89,93
7589359,273,90,84,99
3304588,273,89,87,97
1823931,273,88,113,72
6319918,273,87,107,79
2614636,273,85,94,94
2486610,273,85,91,97
3309008,273,85,91,97
5276480,273,83,107,83
2899107,273,83,102,88
9131118,273,83,87,103
5779984,273,82,81,110
6349759,273,75,100,98
9655934,273,74,81,118
9952713,273,72,95,106
5304380,273,71,103,99
2973434,273,68,97,108
8093408,272,132,90,50
7868076,272,121,77,74
1512469,272,121,50,101
5036837,272,114,76,82
1888137,272,114,64,94
4422580,272,111,83,78
5898548,272,107,71,94
4269990,272,107,64,101
2160919,272,106,70,96
6670308,272,105,83,84
8123136,272,105,73,94
6502393,272,105,70,97
1853694,272,104,69,99
1444243,272,103,68,101
5908416,272,99,76,97
6578781,272,98,103,71
8167022,272,98,65,109
2169902,272,97,87,88
3665882,272,96,86,90
1931233,272,96,73,103
7840532,272,96,71,105
3184615,272,95,90,87
2674198,272,94,78,100
6417953,272,94,66,112
9618923,272,92,82,98
5197082,272,90,50,132
2945530,272,89,76,107
2348350,272,88,97,87
3362573,272,84,97,91
6560652,272,84,82,106
3049071,272,83,104,85
3993060,272,82,113,77
7845600,272,82,95,95
7362325,272,81,94,97
8844778,272,81,91,100
1190584,272,80,97,95
9173601,272,79,129,64
3522580,272,79,94,99
6060434,272,77,112,83
1531563,272,75,126,71
8076418,272,74,105,93
4757921,272,74,91,107
2294226,272,73,95,104
3556402,272,71,67,134
9169655,272,69,82,121
4517156,272,68,82,122
8595986,272,45,136,91
2797749,271,127,88,56
7995435,271,126,64,81
2201213,271,120,65,86
8361021,271,119,82,70
7976941,271,114,63,94
2317694,271,109,89,73
7495177,271,108,93,70
9718037,271,108,85,78
1346102,271,104,109,58
6855963,271,103,83,85
2464090,271,103,63,105
4501924,271,102,98,71
2840826,271,102,95,74
4151932,271,101,83,87
5192521,271,100,96,75
2434322,271,99,111,61
6348047,271,99,92,80
3625711,271,98,98,75
9937155,271,98,91,82
5112158,271,98,83,90
4538538,271,98,82,91
1217391,271,97,93,81
5703189,271,97,68,106
1036539,271,96,81,94
9705185,271,95,81,95
4184345,271,94,91,86
8158871,271,93,101,77
8040703,271,92,88,91
8302655,271,92,87,92
1655723,271,91,89,91
5815127,271,90,73,108
3109124,271,89,90,92
9327208,271,88,93,90
5874626,271,88,76,107
5645859,271,87,92,92
5663215,271,87,76,108
6436919,271,86,97,88
9887697,271,86,76,109
3839653,271,86,73,112
1657116,271,85,91,95
9968613,271,84,106,81
9500033,271,84,95,92
5590830,271,83,98,90
3933741,271,83,90,98
8205114,271,82,105,84
1239823,271,82,78,111
2106066,271,82,72,117
9210792,271,81,106,84
7236684,271,81,77,113
4033413,271,78,73,120
7731447,271,75,89,107
7654506,271,74,101,96
9067189,271,74,77,120
8179229,271,73,111,87
4089814,271,72,105,94
5565128,271,66,103,102
4620571,271,64,102,105
2863988,271,63,110,98
9980066,271,58,93,120
2761639,271,57,121,93
8876599,270,135,83,52
8264905,270,124,86,60
4186242,270,123,56,91
9143982,270,122,81,67
1616418,270,120,68,82
4844705,270,118,89,63
9989370,270,117,97,56
2919852,270,112,68,90
5541534,270,109,87,74
2426905,270,108,76,86
2581887,270,107,106,57
7906130,270,107,83,80
2372438,270,106,51,113
3475404,270,104,88,78
4565426,270,100,102,68
8606368,270,100,98,72
5527056,270,100,93,77
8523474,270,99,99,72
4964370,270,99,91,80
4652458,270,98,83,89
3511214,270,97,118,55
3946153,270,95,106,69
9899221,270,94,66,110
4155156,270,92,89,89
2044475,270,91,91,88
4913316,270,91,89,90
3352238,270,91,89,90
5686050,270,91,74,105
1675220,270,90,87,93
5091803,270,90,84,96
2361175,270,90,52,128
8404324,270,89,97,84
7518300,270,89,73,108
8310491,270,87,101,82
6186695,270,86,116,68
2900237,270,85,105,80
3460254,270,85,92,93
8811285,270,85,90,95
5004367,270,84,98,88
4960717,270,83,95,92
2528488,270,81,133,56
2409987,270,81,110,79
7185353,270,81,83,106
5693423,270,80,95,95
3491386,270,80,87,103
4241293,270,79,107,84
2026136,270,77,95,98
2476043,270,76,103,91
9019617,270,71,123,76
4977029,270,70,107,93
4887892,270,70,98,102
9544518,270,68,98,104
7967872,270,65,108,97
2068489,270,59,123,88
1291236,269,128,102,39
2322548,269,115,82,72
5869062,269,112,98,59
3459077,269,112,78,79
2218372,269,111,68,90
2750060,269,109,112,48
4568042,269,109,67,93
3658504,269,107,91,71
2218166,269,102,95,72
4876092,269,102,94,73
2721774,269,101,98,70
7128481,269,101,81,87
6948044,269,100,81,88
4245290,269,99,95,75
6265874,269,99,79,91
6959937,269,99,77,93
5411059,269,98,99,72
1841770,269,98,69,102
6919054,269,95,99,75
8925863,269,94,84,91
1078605,269,94,81,94
3509660,269,92,100,77
3082372,269,89,97,83
5763851,269,88,96,85
5204363,269,88,85,96
2772904,269,88,75,106
1064875,269,85,101,83
8098197,269,85,100,84
6654503,269,85,88,96
5874882,269,83,104,82
8132552,269,83,90,96
2914519,269,82,98,89
2507433,269,81,79,109
6463905,269,80,111,78
4702626,269,80,93,96
1595312,269,79,96,94
2859343,269,78,103,88
3352708,269,76,99,94
8824449,269,75,118,76
5264602,269,74,102,93
3382123,269,73,108,88
5021745,269,70,93,106
8763471,269,67,108,94
6005030,269,65,107,97
2183700,269,64,92,113
4187536,269,60,127,82
6837199,269,59,101,109
3409106,269,55,107,107
8997569,268,119,83,66
8342100,268,113,97,58
5805721,268,109,80,79
1834181,268,109,78,81
4611366,268,106,89,73
6819239,268,105,85,78
9106298,268,104,80,84
4623435,268,104,61,103
3318023,268,102,88,78
8473664,268,102,65,101
4231657,268,101,104,63
9716591,268,101,98,69
5893505,268,101,83,84
5478520,268,100,68,100
9390023,268,99,93,76
7702226,268,99,87,82
6967995,268,99,73,96
1825706,268,98,74,96
6393959,268,98,59,111
6504175,268,98,56,114
6312359,268,97,103,68
1502344,268,97,84,87
3246164,268,95,77,96
4578470,268,94,99,75
8165855,268,92,84,92
6444260,268,91,84,93
5910461,268,89,104,75
4099134,268,89,94,85
5096780,268,89,90,89
3077625,268,88,79,101
9354184,268,85,117,66
4130001,268,80,118,70
9281905,268,75,93,100
9652261,268,72,117,79
2635636,268,71,120,77
9288265,268,71,89,108
7324539,268,71,80,117
6103564,268,70,130,68
3103842,268,69,115,84
4117613,268,67,93,108
1236146,268,65,82,121
2915613,268,64,85,119
1980333,268,63,98,107
6995362,268,62,110,96
4627161,267,124,80,63
2891864,267,119,103,45
4879566,267,119,91,57
4370611,267,118,102,47
4248273,267,117,74,76
2465117,267,113,85,69
6257391,267,110,83,74
4734807,267,110,65,92
8069837,267,109,65,93
7552205,267,106,74,87
8641271,267,105,97,65
6099379,267,105,94,68
3004067,267,105,75,87
7287459,267,103,86,78
4255498,267,102,60,105
2233835,267,101,79,87
6967231,267,100,105,62
7993703,267,100,98,69
6097880,267,99,65,103
7418077,267,97,110,60
6573632,267,97,88,82
3338412,267,96,102,69
4950072,267,96,89,82
6799533,267,94,90,83
1485288,267,94,85,88
7895557,267,93,106,68
2530641,267,93,82,92
5016143,267,93,75,99
7960976,267,92,105,70
3499885,267,92,101,74
1752779,267,91,83,93
2855559,267,91,79,97
6237750,267,89,91,87
6905477,267,87,93,87
5347359,267,87,92,88
7900302,267,86,81,100
7486121,267,86,74,107
2569675,267,85,92,90
4770510,267,85,81,101
7359193,267,85,78,104
3280110,267,84,103,80
1600444,267,84,101,82
7526422,267,84,96,87
4148014,267,84,94,89
9368253,267,84,88,95
8201356,267,84,66,117
5803681,267,83,78,106
1540869,267,83,75,109
4651775,267,82,89,96
4590755,267,81,89,97
2037508,267,81,80,106
2905753,267,79,101,87
7811451,267,77,99,91
7488622,267,75,98,94
7345332,267,74,79,114
7516463,267,72,97,98
8349287,267,69,110,88
9321101,267,65,103,99
9384720,267,64,114,89
7815226,267,59,92,116
3189345,267,58,96,113
1416440,267,55,125,87
1405173,267,51,122,94
2915891,266,124,73,69
1729182,266,117,72,77
2187535,266,115,86,65
3936293,266,114,81,71
1359228,266,109,70,87
3986397,266,108,90,68
8749462,266,107,92,67
5384643,266,106,95,65
1560644,266,105,82,79
3791205,266,104,98,64
5108449,266,104,80,82
8846602,266,103,100,63
4734247,266,102,78,86
3673427,266,102,57,107
7971503,266,99,91,76
2793764,266,99,78,89
2309807,266,99,58,109
4408664,266,98,74,94
1571719,266,95,93,78
7241880,266,95,90,81
2877554,266,93,67,106
2743983,266,91,109,66
6561592,266,91,91,84
5290947,266,90,87,89
3070627,266,87,123,56
4042272,266,87,100,79
9666277,266,87,87,92
7082506,266,87,80,99
9359814,266,84,97,85
6377844,266,84,73,109
5839652,266,83,107,76
6920600,266,79,88,99
